Filename,QuadValue,CorrectResponse
fam-BAWA_1-9_AA-AB.wav,0,2
fam-BAWA_1-9_AB-AA.wav,0,1
fam-BAWA_1-9_BA-BB.wav,0,1
fam-BAWA_1-9_BB-BA.wav,0,2
